Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
uu,07172123,2,"Sunday, July 17, 2011 21:23:43 UTC",39.9318,-111.7927,1.4,1.20,10,"Utah"
ci,15019396,2,"Sunday, July 17, 2011 21:16:19 UTC",35.9062,-117.6927,1.1,4.10,15,"Central California"
nc,71602570,0,"Sunday, July 17, 2011 20:56:53 UTC",38.7518,-122.7038,1.0,1.70, 8,"Northern California"
ak,10271329,1,"Sunday, July 17, 2011 20:25:04 UTC",61.8404,-150.7868,1.4,61.90,10,"Southern Alaska"
nm,071811c,A,"Sunday, July 17, 2011 20:04:48 UTC",35.4428,-92.2650,2.0,2.10, 8,"Arkansas"
ak,10271318,1,"Sunday, July 17, 2011 19:55:49 UTC",62.5777,-152.1543,1.6,0.10,10,"Central Alaska"
ci,37003239,3,"Sunday, July 17, 2011 19:22:29 UTC",32.0470,-116.3010,1.5,0.00,14,"Baja California, Mexico"
uw,07171909,1,"Sunday, July 17, 2011 19:09:06 UTC",46.3571,-122.2528,1.9,10.00,22,"Washington"
nc,71602540,1,"Sunday, July 17, 2011 18:42:26 UTC",38.5117,-122.5823,2.0,8.00,34,"Northern California"
ak,10271301,2,"Sunday, July 17, 2011 18:39:20 UTC",51.8952,-172.1284,3.0,43.90, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0004zb2,7,"Sunday, July 17, 2011 18:30:28 UTC",44.9872,11.3686,4.9,10.00,175,"northern Italy"
ak,10271296,1,"Sunday, July 17, 2011 18:14:14 UTC",62.3407,-148.4850,1.5,24.70,15,"Central Alaska"
us,c0004zag,6,"Sunday, July 17, 2011 17:34:43 UTC",-6.2169,151.9870,4.7,35.00,43,"New Britain region, Papua New Guinea"
hv,60248181,1,"Sunday, July 17, 2011 17:27:35 UTC",19.4265,-155.3128,1.9,5.00,21,"Island of Hawaii, Hawaii"
ci,15019284,2,"Sunday, July 17, 2011 17:23:37 UTC",33.7768,-116.1377,1.4,6.20,35,"Southern California"
ak,10271284,1,"Sunday, July 17, 2011 17:21:31 UTC",61.5590,-148.4325,2.6,10.40,49,"Southern Alaska"
pr,11198006,0,"Sunday, July 17, 2011 17:15:12 UTC",18.5009,-66.8130,2.8,119.50, 4,"Puerto Rico region"
ak,10271274,1,"Sunday, July 17, 2011 16:53:45 UTC",61.6538,-147.5378,1.2,26.60,11,"Southern Alaska"
us,2011nlaz,4,"Sunday, July 17, 2011 16:37:24 UTC",0.5746,-25.2459,4.7,10.00,10,"central Mid-Atlantic Ridge"
ci,15019268,2,"Sunday, July 17, 2011 16:21:45 UTC",34.2838,-118.4607,1.8,11.20,31,"Greater Los Angeles area, California"
hv,60248171,1,"Sunday, July 17, 2011 15:07:25 UTC",19.3817,-155.2825,1.7,2.60,14,"Island of Hawaii, Hawaii"
ci,15019260,2,"Sunday, July 17, 2011 14:48:40 UTC",36.0438,-117.7700,1.0,2.10,14,"Central California"
ci,15019252,2,"Sunday, July 17, 2011 14:32:20 UTC",32.9105,-116.2355,1.5,7.10,34,"Southern California"
ak,10271265,1,"Sunday, July 17, 2011 14:25:49 UTC",63.3295,-149.0766,1.0,89.00,12,"Central Alaska"
nc,71602470,2,"Sunday, July 17, 2011 14:00:52 UTC",37.9767,-118.6915,1.3,10.00,16,"Central California"
ci,15019244,2,"Sunday, July 17, 2011 14:00:06 UTC",32.6647,-115.9397,1.5,8.20,18,"Southern California"
ci,15019212,2,"Sunday, July 17, 2011 12:57:54 UTC",33.2797,-116.2852,1.5,11.60,35,"Southern California"
ci,15019204,2,"Sunday, July 17, 2011 12:50:37 UTC",33.9703,-118.3292,1.5,14.70,25,"Greater Los Angeles area, California"
nc,71602440,1,"Sunday, July 17, 2011 12:32:41 UTC",37.5928,-118.8123,2.0,10.70,34,"Long Valley area, California"
uu,07171228,2,"Sunday, July 17, 2011 12:28:00 UTC",44.8480,-111.1297,1.0,3.40, 7,"western Montana"
uw,07171221,1,"Sunday, July 17, 2011 12:21:05 UTC",42.5443,-124.3301,1.5,7.20, 7,"Oregon"
us,c0004z8n,C,"Sunday, July 17, 2011 11:39:47 UTC",-34.9785,179.7958,5.2,46.20,140,"south of the Kermadec Islands"
hv,60248146,1,"Sunday, July 17, 2011 11:21:18 UTC",20.0185,-155.2688,1.9,8.30,11,"Hawaii region, Hawaii"
us,c0004z8m,7,"Sunday, July 17, 2011 10:59:08 UTC",-6.6739,106.4283,4.8,83.20,98,"Java, Indonesia"
ci,15019172,2,"Sunday, July 17, 2011 10:56:42 UTC",33.4848,-116.5725,1.0,9.30,40,"Southern California"
ak,10271247,2,"Sunday, July 17, 2011 10:42:46 UTC",52.0890,-171.6390,3.4,37.70, 9,"Fox Islands, Aleutian Islands, Alaska"
ci,15019164,2,"Sunday, July 17, 2011 10:41:05 UTC",33.8775,-116.8715,1.4,14.10,59,"Southern California"
uw,07171021,1,"Sunday, July 17, 2011 10:21:34 UTC",42.3559,-124.5083,1.3,33.30, 6,"offshore Oregon"
ak,10271244,2,"Sunday, July 17, 2011 10:18:23 UTC",51.8563,-168.7041,3.1,10.80, 8,"Fox Islands, Aleutian Islands, Alaska"
nn,00343220,8,"Sunday, July 17, 2011 10:04:43 UTC",38.5653,-119.4310,2.0,4.20,18,"Central California"
us,c0004z8a,5,"Sunday, July 17, 2011 09:55:52 UTC",2.1505,-84.6201,4.4,10.00,54,"off the coast of Central America"
ak,10271228,1,"Sunday, July 17, 2011 09:21:21 UTC",63.2191,-151.6257,2.5,17.00,28,"Central Alaska"
us,c0004z87,6,"Sunday, July 17, 2011 09:21:00 UTC",52.9568,173.3330,4.9,10.70,251,"Near Islands, Aleutian Islands, Alaska"
ak,10271226,1,"Sunday, July 17, 2011 09:15:36 UTC",64.3770,-147.9800,1.0,13.40, 9,"Central Alaska"
nc,71602390,2,"Sunday, July 17, 2011 09:11:18 UTC",35.7238,-121.0637,1.2,7.50,31,"Central California"
nc,71602385,0,"Sunday, July 17, 2011 09:10:30 UTC",38.8460,-122.8242,1.0,1.70,16,"Northern California"
ci,15019140,3,"Sunday, July 17, 2011 08:45:46 UTC",32.9118,-118.4815,2.2,10.50,12,"San Clemente Island, Channel Islands, California"
ak,10271217,1,"Sunday, July 17, 2011 08:43:14 UTC",63.4735,-148.2020,1.8,7.00,16,"Central Alaska"
ci,15019124,3,"Sunday, July 17, 2011 08:22:09 UTC",36.4018,-117.8713,1.1,8.50,25,"Central California"
ci,15019116,2,"Sunday, July 17, 2011 08:14:36 UTC",32.8692,-115.5080,1.8,10.50,14,"Southern California"
pr,11198005,0,"Sunday, July 17, 2011 08:06:06 UTC",18.0046,-66.3527,2.2,6.50, 5,"Puerto Rico"
nc,71602365,4,"Sunday, July 17, 2011 07:36:29 UTC",40.6157,-121.7175,1.9,14.60,19,"Northern California"
us,c0004z7n,4,"Sunday, July 17, 2011 07:08:06 UTC",-29.7370,-177.1216,4.8,35.30,28,"Kermadec Islands, New Zealand"
us,c0004z7f,5,"Sunday, July 17, 2011 06:57:59 UTC",32.4053,-97.0911,3.0,5.00,18,"northern Texas"
ak,10271207,2,"Sunday, July 17, 2011 06:53:14 UTC",53.5392,-165.6745,2.0,35.60,10,"Fox Islands, Aleutian Islands, Alaska"
nm,071811e,A,"Sunday, July 17, 2011 06:36:26 UTC",36.5403,-89.6030,1.8,8.70,17,"southeastern Missouri"
ci,15019100,2,"Sunday, July 17, 2011 05:59:16 UTC",34.6003,-120.9307,2.6,0.00,20,"offshore Central California"
pr,11198004,0,"Sunday, July 17, 2011 05:57:44 UTC",19.1720,-66.4079,2.7,26.70, 4,"Puerto Rico region"
nc,71602335,2,"Sunday, July 17, 2011 05:52:00 UTC",37.5323,-118.4422,1.2,8.80,18,"Central California"
uw,07170526,1,"Sunday, July 17, 2011 05:26:53 UTC",47.4925,-121.7006,1.4,17.80,16,"Washington"
ci,15019076,2,"Sunday, July 17, 2011 05:26:05 UTC",34.5990,-120.9103,2.0,1.00,16,"offshore Central California"
nc,71602325,3,"Sunday, July 17, 2011 05:21:11 UTC",36.1600,-120.2313,2.7,11.00,83,"Central California"
ci,15019060,3,"Sunday, July 17, 2011 05:18:31 UTC",34.5818,-120.9263,3.4,13.40,27,"offshore Central California"
ci,15019052,2,"Sunday, July 17, 2011 05:04:30 UTC",36.0598,-117.6825,1.1,1.10,12,"Central California"
pr,11198003,0,"Sunday, July 17, 2011 05:02:45 UTC",18.8710,-64.9779,2.4,53.70, 4,"Virgin Islands region"
pr,11198002,0,"Sunday, July 17, 2011 05:01:21 UTC",18.9249,-64.9980,2.7,43.00, 4,"Virgin Islands region"
pr,11198001,0,"Sunday, July 17, 2011 04:59:26 UTC",18.8540,-64.9670,2.9,58.50, 4,"Virgin Islands region"
ci,15019044,2,"Sunday, July 17, 2011 04:50:21 UTC",32.7927,-115.4378,1.3,10.00,14,"Southern California"
ak,10271186,1,"Sunday, July 17, 2011 04:50:13 UTC",63.5409,-147.2913,1.4,0.00,15,"Central Alaska"
ak,10271182,1,"Sunday, July 17, 2011 04:29:42 UTC",60.1187,-141.5542,1.5,0.00,12,"Southern Alaska"
ak,10271179,1,"Sunday, July 17, 2011 04:23:34 UTC",60.8607,-146.9423,1.7,23.70,18,"Southern Alaska"
nc,71602300,2,"Sunday, July 17, 2011 04:21:40 UTC",39.0618,-123.0605,1.7,8.40,26,"Northern California"
nc,71602290,2,"Sunday, July 17, 2011 04:13:43 UTC",39.7902,-122.5473,1.5,8.20, 9,"Northern California"
nn,00343209,8,"Sunday, July 17, 2011 03:57:56 UTC",37.8378,-118.2678,1.8,0.00,25,"Nevada"
ak,10271171,1,"Sunday, July 17, 2011 03:34:58 UTC",62.8501,-148.3482,1.1,64.80, 9,"Central Alaska"
ci,15018996,2,"Sunday, July 17, 2011 03:02:17 UTC",35.9068,-117.6923,1.0,4.10,18,"Central California"
nc,71602255,3,"Sunday, July 17, 2011 02:44:59 UTC",38.8125,-122.8188,1.5,3.10,50,"Northern California"
nc,71602260,2,"Sunday, July 17, 2011 02:43:40 UTC",39.4960,-120.3572,1.0,2.30,14,"Northern California"
nn,00343206,8,"Sunday, July 17, 2011 02:40:31 UTC",37.3049,-117.5493,1.8,8.50,12,"Nevada"
nc,71602245,2,"Sunday, July 17, 2011 02:18:26 UTC",38.8067,-122.8123,1.0,2.60,43,"Northern California"
nc,71602235,3,"Sunday, July 17, 2011 02:17:53 UTC",38.8075,-122.8112,1.2,2.50,48,"Northern California"
us,c0004z5s,4,"Sunday, July 17, 2011 02:13:01 UTC",-0.2884,119.9781,4.3,62.80,17,"Minahasa, Sulawesi, Indonesia"
pr,11198000,0,"Sunday, July 17, 2011 02:08:41 UTC",18.4430,-64.7819,2.3,74.30, 4,"Virgin Islands region"
nc,71602230,3,"Sunday, July 17, 2011 02:07:56 UTC",36.5867,-121.1775,2.4,7.10,62,"Central California"
ak,10271154,1,"Sunday, July 17, 2011 02:04:27 UTC",63.4770,-149.5891,1.4,100.50,12,"Central Alaska"
ak,10271153,1,"Sunday, July 17, 2011 02:01:24 UTC",61.4152,-141.3340,1.1,28.80, 9,"Southern Alaska"
ak,10271147,2,"Sunday, July 17, 2011 01:34:48 UTC",53.9713,-166.4496,2.9,107.20,20,"Fox Islands, Aleutian Islands, Alaska"
ak,10271148,2,"Sunday, July 17, 2011 01:33:15 UTC",52.6483,-169.4061,2.7,1.10, 8,"Fox Islands, Aleutian Islands, Alaska"
us,c0004z5h,5,"Sunday, July 17, 2011 01:32:29 UTC",5.1629,96.0374,4.6,168.60,41,"northern Sumatra, Indonesia"
ci,15018956,2,"Sunday, July 17, 2011 01:09:15 UTC",36.4012,-117.8713,1.4,5.70,21,"Central California"
ak,10271143,1,"Sunday, July 17, 2011 00:37:26 UTC",61.5536,-151.5719,1.5,65.60,10,"Southern Alaska"
uu,07170004,2,"Sunday, July 17, 2011 00:04:09 UTC",39.9340,-111.8127,1.8,1.40,31,"Utah"
nc,71602155,2,"Saturday, July 16, 2011 23:47:23 UTC",37.5465,-118.8295,1.2,1.40,15,"Central California"
ak,10271130,1,"Saturday, July 16, 2011 23:43:59 UTC",62.6737,-151.1593,1.6,96.80,13,"Central Alaska"
nc,71602140,2,"Saturday, July 16, 2011 23:39:22 UTC",37.5430,-118.8330,1.2,1.00,20,"Central California"
nc,71602130,2,"Saturday, July 16, 2011 23:25:09 UTC",37.5483,-118.8272,1.0,2.50,14,"Central California"
nc,71602120,2,"Saturday, July 16, 2011 23:23:10 UTC",37.5498,-118.8310,1.1,2.40,17,"Central California"
nc,71602125,4,"Saturday, July 16, 2011 23:21:15 UTC",38.9597,-123.1878,1.2,7.20,18,"Northern California"
nc,71602110,2,"Saturday, July 16, 2011 22:52:33 UTC",38.7922,-122.7302,1.3,1.50,45,"Northern California"
nc,71602105,4,"Saturday, July 16, 2011 22:33:25 UTC",41.1240,-121.4797,1.6,14.30,16,"Northern California"
ci,15018884,2,"Saturday, July 16, 2011 22:27:51 UTC",34.0190,-117.2117,1.0,12.90,33,"Greater Los Angeles area, California"
ci,15018876,2,"Saturday, July 16, 2011 22:27:02 UTC",32.7928,-116.1310,1.1,12.20,13,"Southern California"
nn,00343202,8,"Saturday, July 16, 2011 22:26:27 UTC",37.5506,-117.7782,2.0,5.00,15,"Nevada"
ak,10271089,1,"Saturday, July 16, 2011 22:10:22 UTC",61.6417,-150.4555,1.3,51.20,10,"Southern Alaska"
ak,10271087,1,"Saturday, July 16, 2011 22:08:55 UTC",63.5269,-150.7088,1.5,0.70,11,"Central Alaska"
ci,15018860,2,"Saturday, July 16, 2011 21:56:04 UTC",34.1510,-117.9305,1.2,10.30,13,"Greater Los Angeles area, California"
uu,07162155,2,"Saturday, July 16, 2011 21:55:29 UTC",41.8068,-111.4977,1.4,4.40,17,"Utah"
us,c0004z33,6,"Saturday, July 16, 2011 21:54:07 UTC",-29.7653,-176.9071,5.0,20.10,87,"Kermadec Islands region"
ak,10271084,2,"Saturday, July 16, 2011 21:47:51 UTC",54.7491,-161.1976,3.0,7.10,15,"Alaska Peninsula"
nc,71602080,2,"Saturday, July 16, 2011 21:32:07 UTC",36.0760,-121.0793,1.2,9.30,16,"Central California"
ak,10271082,2,"Saturday, July 16, 2011 21:31:01 UTC",54.5777,-161.0870,2.2,27.00, 7,"Alaska Peninsula"
ci,15018844,2,"Saturday, July 16, 2011 21:22:19 UTC",33.9298,-117.7975,1.6,14.60,32,"Greater Los Angeles area, California"
nc,71602075,3,"Saturday, July 16, 2011 21:19:07 UTC",38.8205,-122.8237,1.1,2.90,43,"Northern California"
nc,71602065,2,"Saturday, July 16, 2011 20:58:04 UTC",38.8360,-122.7762,1.4,2.70,49,"Northern California"
nc,71602060,2,"Saturday, July 16, 2011 20:54:14 UTC",38.8353,-122.8043,1.0,2.40,45,"Northern California"
ci,15018828,3,"Saturday, July 16, 2011 20:41:59 UTC",33.9852,-117.1912,1.1,14.90,27,"Greater Los Angeles area, California"
uw,07162038,1,"Saturday, July 16, 2011 20:38:16 UTC",45.0406,-122.5690,1.7,21.80, 7,"Oregon"
ci,15018764,3,"Saturday, July 16, 2011 20:23:02 UTC",31.6640,-115.9567,3.2,7.20,12,"Baja California, Mexico"
ci,15018724,2,"Saturday, July 16, 2011 20:03:09 UTC",32.8740,-115.5040,2.2,12.70,19,"Southern California"
nc,71602040,2,"Saturday, July 16, 2011 20:00:41 UTC",37.5335,-118.4398,1.8,9.30,38,"Central California"
us,c0004z18,9,"Saturday, July 16, 2011 19:59:14 UTC",54.8949,-161.2673,6.1,48.20,414,"Alaska Peninsula"
nc,71602030,2,"Saturday, July 16, 2011 19:39:42 UTC",38.8018,-122.7830,1.1,0.70,42,"Northern California"
ci,15018716,2,"Saturday, July 16, 2011 19:23:50 UTC",34.0353,-117.2572,1.1,18.40,22,"Greater Los Angeles area, California"
ci,15018708,2,"Saturday, July 16, 2011 19:20:30 UTC",35.9725,-117.4053,1.0,5.60,17,"Central California"
ci,15018700,2,"Saturday, July 16, 2011 19:16:42 UTC",32.9322,-116.3565,1.2,12.60,25,"Southern California"
uu,07161850,2,"Saturday, July 16, 2011 18:50:48 UTC",39.4490,-111.1057,1.3,3.50, 7,"Utah"
us,c0004yzr,7,"Saturday, July 16, 2011 18:38:51 UTC",52.8607,108.4735,5.7,8.80,435,"Lake Baykal region, Russia"
nm,071811b,A,"Saturday, July 16, 2011 18:34:33 UTC",35.2228,-92.3717,2.0,5.10, 9,"Arkansas"
us,c0004yyx,7,"Saturday, July 16, 2011 18:09:41 UTC",-18.8721,169.3785,5.5,247.00,249,"Vanuatu"
nn,00343190,8,"Saturday, July 16, 2011 17:56:41 UTC",37.5492,-117.7781,1.5,4.20,10,"Nevada"
hv,60248006,1,"Saturday, July 16, 2011 17:53:10 UTC",19.4025,-155.4833,1.7,9.00,29,"Island of Hawaii, Hawaii"
pr,11197013,0,"Saturday, July 16, 2011 17:43:43 UTC",19.7849,-67.1490,3.2,77.00, 6,"Puerto Rico region"
ak,10271001,2,"Saturday, July 16, 2011 17:15:06 UTC",60.9744,-151.5525,1.3,12.90,12,"Kenai Peninsula, Alaska"
ak,10270996,1,"Saturday, July 16, 2011 17:08:49 UTC",63.3634,-151.3266,1.7,1.30,11,"Central Alaska"
us,c0004ywi,6,"Saturday, July 16, 2011 17:06:39 UTC",-7.1050,127.5468,5.8,246.20,131,"Kepulauan Barat Daya, Indonesia"
uu,07161704,2,"Saturday, July 16, 2011 17:04:17 UTC",39.9225,-111.8005,2.3,6.20,28,"Utah"
ak,10270988,1,"Saturday, July 16, 2011 16:43:09 UTC",62.4455,-148.1484,1.8,16.80,23,"Central Alaska"
pr,11197012,0,"Saturday, July 16, 2011 16:28:22 UTC",19.0529,-64.7819,2.8,82.00, 4,"Virgin Islands region"
nc,71601950,2,"Saturday, July 16, 2011 16:16:43 UTC",37.2218,-118.0450,1.5,3.50,17,"Central California"
us,c0004yvm,6,"Saturday, July 16, 2011 16:09:18 UTC",43.2397,21.5775,4.3,17.40,28,"Serbia"
ci,15018596,2,"Saturday, July 16, 2011 16:03:27 UTC",32.3085,-115.3993,2.2,10.00,12,"Baja California, Mexico"
ci,15018572,2,"Saturday, July 16, 2011 15:54:15 UTC",34.3295,-116.4585,1.5,11.20,36,"Southern California"
nc,71601930,3,"Saturday, July 16, 2011 15:46:12 UTC",38.8365,-122.8275,1.6,2.70,51,"Northern California"
ak,10270968,1,"Saturday, July 16, 2011 15:26:21 UTC",61.6617,-150.8055,1.2,63.30, 9,"Southern Alaska"
ak,10270966,1,"Saturday, July 16, 2011 15:21:24 UTC",60.0474,-141.4552,1.6,11.70,12,"Southern Alaska"
uu,07161519,2,"Saturday, July 16, 2011 15:19:14 UTC",40.7058,-111.9407,1.3,4.40,19,"Wasatch Front Urban Corridor, Utah"
uu,07161506,2,"Saturday, July 16, 2011 15:06:41 UTC",40.7122,-111.9400,1.6,3.90,34,"Wasatch Front Urban Corridor, Utah"
nc,71601925,4,"Saturday, July 16, 2011 15:04:41 UTC",40.4757,-125.4993,2.7,1.90,49,"offshore Northern California"
pr,11197009,0,"Saturday, July 16, 2011 15:01:55 UTC",19.1819,-66.5559,2.8,30.30, 7,"Puerto Rico region"
ak,10270964,1,"Saturday, July 16, 2011 14:57:52 UTC",61.1980,-149.9054,1.3,43.40, 9,"Southern Alaska"
ak,10270961,2,"Saturday, July 16, 2011 14:23:27 UTC",53.5957,-165.2883,3.4,23.60,18,"Fox Islands, Aleutian Islands, Alaska"
ak,10270957,1,"Saturday, July 16, 2011 14:17:07 UTC",62.2135,-151.4390,1.6,87.20,12,"Central Alaska"
uw,07161414,1,"Saturday, July 16, 2011 14:14:30 UTC",48.2333,-121.6530,1.8,8.30, 7,"Washington"
nn,00343183,8,"Saturday, July 16, 2011 13:57:49 UTC",40.8000,-119.5808,1.9,6.60,15,"Nevada"
ci,15018548,2,"Saturday, July 16, 2011 13:53:05 UTC",32.8820,-115.4980,1.8,13.00,19,"Southern California"
nc,71601895,3,"Saturday, July 16, 2011 13:43:29 UTC",38.8068,-122.8142,1.1,3.80,46,"Northern California"
ci,15018532,2,"Saturday, July 16, 2011 13:29:10 UTC",32.4358,-115.5755,2.3,12.60,23,"Baja California, Mexico"
ak,10270941,1,"Saturday, July 16, 2011 13:03:19 UTC",63.1801,-149.8659,1.2,95.20, 8,"Central Alaska"
nc,71601880,3,"Saturday, July 16, 2011 12:54:15 UTC",38.8218,-122.8050,1.0,3.30,45,"Northern California"
nc,71601885,2,"Saturday, July 16, 2011 12:53:40 UTC",37.6035,-118.8853,1.0,3.60,20,"Long Valley area, California"
nc,71601875,3,"Saturday, July 16, 2011 12:49:23 UTC",37.9313,-122.3038,1.7,7.50,81,"San Francisco Bay area, California"
pr,11197010,0,"Saturday, July 16, 2011 12:43:14 UTC",18.8369,-64.7180,3.1,94.00, 4,"Virgin Islands region"
ak,10270935,2,"Saturday, July 16, 2011 12:42:12 UTC",54.6532,-164.1554,1.5,4.90, 7,"Unimak Island region, Alaska"
ci,15018500,2,"Saturday, July 16, 2011 12:24:05 UTC",32.8760,-115.5077,1.6,10.20,17,"Southern California"
pr,11197008,0,"Saturday, July 16, 2011 12:17:00 UTC",18.8190,-64.7239,2.8,98.00, 3,"Virgin Islands region"
pr,11197000,0,"Saturday, July 16, 2011 11:57:13 UTC",19.3020,-66.6139,3.0,30.00, 6,"Puerto Rico region"
ak,10270922,1,"Saturday, July 16, 2011 11:40:52 UTC",61.4579,-151.1576,1.4,55.10, 7,"Southern Alaska"
hv,60247966,1,"Saturday, July 16, 2011 11:39:16 UTC",19.2050,-154.9820,2.0,41.40,36,"Hawaii region, Hawaii"
ak,10270911,1,"Saturday, July 16, 2011 11:25:31 UTC",61.5304,-149.9247,2.4,35.10,30,"Southern Alaska"
ak,10270907,1,"Saturday, July 16, 2011 11:16:49 UTC",61.4012,-151.6262,1.2,87.40, 7,"Southern Alaska"
ak,10270905,1,"Saturday, July 16, 2011 11:11:43 UTC",63.4317,-151.7748,1.6,0.10, 9,"Central Alaska"
nm,071611b,A,"Saturday, July 16, 2011 10:59:25 UTC",35.4700,-92.2660,2.2,4.70,10,"Arkansas"
ak,10270901,1,"Saturday, July 16, 2011 10:59:13 UTC",63.4333,-151.7863,1.5,0.00, 9,"Central Alaska"
ak,10270894,1,"Saturday, July 16, 2011 10:53:48 UTC",63.1844,-148.9097,2.8,65.70,53,"Central Alaska"
nc,71601850,6,"Saturday, July 16, 2011 10:51:26 UTC",37.8597,-122.2568,3.3,6.20,273,"San Francisco Bay area, California"
pr,11197007,0,"Saturday, July 16, 2011 10:48:58 UTC",19.0039,-64.7939,2.9,84.00, 4,"Virgin Islands region"
us,c0004ysq,5,"Saturday, July 16, 2011 10:26:15 UTC",-60.5103,-27.1616,4.7,34.80,21,"South Sandwich Islands region"
nc,71601840,2,"Saturday, July 16, 2011 10:25:49 UTC",38.7908,-122.7337,1.2,1.90,45,"Northern California"
us,c0004ysk,7,"Saturday, July 16, 2011 10:07:10 UTC",-60.5976,-27.2274,4.9,34.70,31,"South Sandwich Islands region"
ci,15018468,2,"Saturday, July 16, 2011 09:50:14 UTC",32.8138,-115.4253,1.8,18.10,12,"Southern California"
us,c0004ysf,5,"Saturday, July 16, 2011 09:46:32 UTC",40.3999,-107.0362,2.5,5.00,36,"Colorado"
us,c0004ysd,6,"Saturday, July 16, 2011 09:36:47 UTC",9.6390,92.5183,4.7,35.30,28,"Nicobar Islands, India region"
nc,71601835,2,"Saturday, July 16, 2011 09:17:52 UTC",39.2003,-123.0875,1.4,6.90,13,"Northern California"
ci,15018452,2,"Saturday, July 16, 2011 09:13:04 UTC",35.9468,-117.6187,2.1,2.50,30,"Central California"
us,c0004yrw,5,"Saturday, July 16, 2011 08:58:26 UTC",-60.6075,-26.7709,5.2,35.30,38,"South Sandwich Islands region"
nc,71601810,2,"Saturday, July 16, 2011 08:52:27 UTC",36.3795,-120.9415,1.1,4.20,11,"Central California"
ak,10270871,2,"Saturday, July 16, 2011 08:45:17 UTC",54.6371,-164.1662,1.6,6.80, 5,"Unimak Island region, Alaska"
ak,10270870,1,"Saturday, July 16, 2011 08:34:42 UTC",57.8277,-154.5350,1.9,35.80,10,"Kodiak Island region, Alaska"
ak,10270867,1,"Saturday, July 16, 2011 08:32:03 UTC",61.4534,-146.6228,2.0,24.70,32,"Southern Alaska"
ci,15018444,2,"Saturday, July 16, 2011 08:13:23 UTC",35.3195,-118.5823,1.1,3.50,22,"Central California"
nn,00343178,8,"Saturday, July 16, 2011 08:08:07 UTC",37.5492,-117.7766,2.2,2.70,19,"Nevada"
nc,71601800,3,"Saturday, July 16, 2011 08:06:37 UTC",38.8145,-122.8255,1.1,3.10,48,"Northern California"
ak,10270855,2,"Saturday, July 16, 2011 07:57:59 UTC",59.8666,-150.2605,1.1,28.10, 5,"Kenai Peninsula, Alaska"
pr,11197005,0,"Saturday, July 16, 2011 07:57:45 UTC",18.5849,-64.5680,3.1,113.00, 6,"Virgin Islands region"
ak,10270852,1,"Saturday, July 16, 2011 07:53:00 UTC",62.9570,-149.5138,1.7,83.60,23,"Central Alaska"
ci,15018428,2,"Saturday, July 16, 2011 07:41:48 UTC",32.7995,-115.4695,1.7,10.00,19,"Southern California"
ci,15018412,2,"Saturday, July 16, 2011 07:39:00 UTC",32.7890,-115.4525,3.0,14.50,30,"Southern California"
ci,15018420,2,"Saturday, July 16, 2011 07:37:19 UTC",32.7873,-115.4652,1.4,11.30,18,"Southern California"
nc,71601790,2,"Saturday, July 16, 2011 07:36:19 UTC",38.7963,-122.7500,1.0,1.10,24,"Northern California"
ci,15018404,2,"Saturday, July 16, 2011 07:31:39 UTC",32.7905,-115.4405,2.3,15.50,24,"Southern California"
ak,10270839,2,"Saturday, July 16, 2011 07:11:51 UTC",66.4060,-147.7644,1.4,7.30, 9,"northern Alaska"
pr,11197006,0,"Saturday, July 16, 2011 07:11:19 UTC",18.8419,-64.7050,3.0,96.00, 3,"Virgin Islands region"
uw,07160706,1,"Saturday, July 16, 2011 07:06:11 UTC",48.2340,-121.6518,1.0,1.30, 5,"Washington"
us,c0004yr0,9,"Saturday, July 16, 2011 07:03:37 UTC",-22.4291,-175.0185,5.9,35.70,323,"Tonga region"
pr,11197003,0,"Saturday, July 16, 2011 07:02:30 UTC",18.6389,-64.7040,3.0,95.00, 7,"Virgin Islands region"
ak,10270830,1,"Saturday, July 16, 2011 06:56:23 UTC",60.0653,-150.7710,2.5,50.10,45,"Kenai Peninsula, Alaska"
ak,10270827,1,"Saturday, July 16, 2011 06:49:41 UTC",63.4574,-151.2319,1.6,6.50,13,"Central Alaska"
ak,10270826,1,"Saturday, July 16, 2011 06:46:17 UTC",64.7308,-150.4307,1.6,11.10,12,"Central Alaska"
uu,07160628,2,"Saturday, July 16, 2011 06:28:50 UTC",39.9270,-111.8185,1.2,6.90,15,"Utah"
ak,10270825,2,"Saturday, July 16, 2011 06:26:58 UTC",51.8419,-174.7561,2.7,45.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11197004,0,"Saturday, July 16, 2011 06:18:52 UTC",18.8279,-64.6819,3.1,96.00, 6,"Virgin Islands region"
us,c0004ypz,5,"Saturday, July 16, 2011 05:17:42 UTC",37.0657,141.0436,4.7,66.00,58,"near the east coast of Honshu, Japan"
ak,10270814,1,"Saturday, July 16, 2011 05:11:13 UTC",61.6705,-146.5162,1.5,21.00,12,"Southern Alaska"
uw,07160433,1,"Saturday, July 16, 2011 04:33:33 UTC",48.2403,-121.6528,2.2,8.60,17,"Washington"
ci,15018388,2,"Saturday, July 16, 2011 04:20:03 UTC",32.5558,-115.7125,2.7,3.80,30,"Baja California, Mexico"
nc,71601715,2,"Saturday, July 16, 2011 03:55:49 UTC",38.8360,-122.8008,1.0,2.90,43,"Northern California"
