Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71603830,2,"Tuesday, July 19, 2011 13:54:55 UTC",40.4740,-120.8557,1.6,8.80,12,"Northern California"
nc,71603690,2,"Tuesday, July 19, 2011 13:38:51 UTC",37.5910,-118.8277,1.4,3.00,19,"Long Valley area, California"
hv,60248596,1,"Tuesday, July 19, 2011 13:37:23 UTC",19.4047,-155.2680,2.1,1.40,30,"Island of Hawaii, Hawaii"
ci,15020436,2,"Tuesday, July 19, 2011 13:13:08 UTC",36.0087,-117.7985,1.0,3.40,21,"Central California"
nc,71603675,2,"Tuesday, July 19, 2011 13:10:30 UTC",36.7113,-121.3493,1.1,3.70,23,"Central California"
us,2011nnbg,7,"Tuesday, July 19, 2011 13:08:33 UTC",37.9811,143.2115,4.8,30.80,125,"off the east coast of Honshu, Japan"
uu,07191308,2,"Tuesday, July 19, 2011 13:08:23 UTC",39.9187,-111.7965,1.0,8.30, 8,"Utah"
us,c00050dn,5,"Tuesday, July 19, 2011 12:59:24 UTC",36.1175,-106.0477,2.7,5.00,22,"New Mexico"
ak,10272306,2,"Tuesday, July 19, 2011 12:43:42 UTC",51.0279,-179.4637,3.3,51.80,15,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15020388,2,"Tuesday, July 19, 2011 12:35:01 UTC",35.9470,-117.3482,1.2,2.80,24,"Central California"
ci,15020396,2,"Tuesday, July 19, 2011 12:32:55 UTC",37.0383,-117.4602,1.9,19.10, 8,"Central California"
ak,10272302,2,"Tuesday, July 19, 2011 12:31:52 UTC",64.4660,-150.2635,1.3,13.10,10,"Central Alaska"
ak,10272292,2,"Tuesday, July 19, 2011 12:26:19 UTC",57.2689,-153.1249,3.4,45.20,63,"Kodiak Island region, Alaska"
nc,71603660,2,"Tuesday, July 19, 2011 12:21:32 UTC",37.5458,-119.0187,1.0,6.00,19,"Central California"
ci,15020372,2,"Tuesday, July 19, 2011 12:19:50 UTC",33.1343,-116.2760,1.0,8.60,24,"Southern California"
ci,15020348,2,"Tuesday, July 19, 2011 11:59:22 UTC",33.2220,-115.6707,1.0,12.20,10,"Southern California"
us,c00050cx,7,"Tuesday, July 19, 2011 11:54:53 UTC",52.0973,-171.6069,4.9,44.80,207,"Fox Islands, Aleutian Islands, Alaska"
ci,15020340,2,"Tuesday, July 19, 2011 11:54:28 UTC",33.1940,-115.6095,1.4,3.30,17,"Southern California"
nc,71603650,3,"Tuesday, July 19, 2011 11:35:08 UTC",35.6965,-121.0098,1.8,7.30,70,"Central California"
ak,10272269,1,"Tuesday, July 19, 2011 11:26:54 UTC",63.2185,-150.3451,1.5,114.00,13,"Central Alaska"
nc,71603640,3,"Tuesday, July 19, 2011 11:16:10 UTC",40.2782,-124.3737,2.4,19.10,14,"offshore Northern California"
ak,10272262,1,"Tuesday, July 19, 2011 10:59:01 UTC",59.9931,-141.3740,1.8,0.20,10,"Southeastern Alaska"
uu,07191041,2,"Tuesday, July 19, 2011 10:41:53 UTC",41.9195,-112.4435,1.2,5.50,16,"Utah"
ak,10272258,2,"Tuesday, July 19, 2011 10:30:18 UTC",63.0920,-150.4709,1.2,11.40, 8,"Central Alaska"
ak,10272257,2,"Tuesday, July 19, 2011 10:28:36 UTC",53.4213,-165.1786,2.7,25.60,11,"Fox Islands, Aleutian Islands, Alaska"
us,c00050cd,7,"Tuesday, July 19, 2011 10:26:18 UTC",-29.4842,-176.2445,4.6,51.20,25,"Kermadec Islands region"
ci,15020308,2,"Tuesday, July 19, 2011 09:51:07 UTC",36.0312,-117.7692,1.1,3.80,21,"Central California"
us,c00050bq,5,"Tuesday, July 19, 2011 09:22:06 UTC",38.7785,69.5993,4.6,27.50,20,"Tajikistan"
ak,10272247,1,"Tuesday, July 19, 2011 09:11:02 UTC",60.2477,-141.0073,1.5,17.10,16,"Southern Alaska"
nc,71603585,2,"Tuesday, July 19, 2011 08:56:52 UTC",36.6435,-121.0193,1.0,4.70,16,"Central California"
ci,15020292,0,"Tuesday, July 19, 2011 08:39:40 UTC",33.6460,-116.7042,2.1,15.20,125,"Southern California"
ci,15020284,0,"Tuesday, July 19, 2011 08:31:06 UTC",34.6915,-116.2940,1.6,3.70,24,"Southern California"
ci,15020276,0,"Tuesday, July 19, 2011 08:19:33 UTC",33.0375,-116.4637,1.5,11.90,64,"Southern California"
ak,10272238,1,"Tuesday, July 19, 2011 08:14:09 UTC",63.0856,-149.7875,1.3,14.70, 9,"Central Alaska"
ci,15020268,0,"Tuesday, July 19, 2011 07:59:16 UTC",33.1838,-117.2498,1.8,7.10,15,"San Diego County urban area, California"
ak,10272339,2,"Tuesday, July 19, 2011 07:29:35 UTC",61.2126,-150.0073,1.5,14.90,13,"Southern Alaska"
ak,10272223,2,"Tuesday, July 19, 2011 07:27:59 UTC",54.6344,-161.0921,3.0,16.90,12,"Alaska Peninsula"
ci,15020260,2,"Tuesday, July 19, 2011 07:27:04 UTC",33.9648,-117.2302,1.5,14.60,59,"Greater Los Angeles area, California"
nc,71603545,2,"Tuesday, July 19, 2011 07:20:53 UTC",37.1403,-121.9773,1.0,13.60,20,"Northern California"
us,c00050ag,9,"Tuesday, July 19, 2011 07:15:54 UTC",-23.5591,179.1259,5.2,552.20,438,"south of the Fiji Islands"
us,c00050ab,8,"Tuesday, July 19, 2011 07:13:18 UTC",37.4117,20.1819,5.1,13.60,209,"Ionian Sea"
ak,10272217,1,"Tuesday, July 19, 2011 07:07:33 UTC",60.4681,-147.8425,1.9,18.70, 6,"Southern Alaska"
nc,71603540,0,"Tuesday, July 19, 2011 07:06:32 UTC",38.8377,-122.7863,1.5,2.00,22,"Northern California"
us,c00050a3,5,"Tuesday, July 19, 2011 06:42:30 UTC",43.1632,-110.9148,3.4,4.80,155,"Wyoming"
nc,71603510,2,"Tuesday, July 19, 2011 06:30:50 UTC",37.4118,-121.7623,1.3,6.50,38,"San Francisco Bay area, California"
ci,15020252,2,"Tuesday, July 19, 2011 06:16:10 UTC",32.4383,-115.5690,1.9,5.60,17,"Baja California, Mexico"
nm,071911a,A,"Tuesday, July 19, 2011 06:10:41 UTC",35.3440,-92.7090,2.4,7.60,14,"Arkansas"
ci,15020244,2,"Tuesday, July 19, 2011 06:06:56 UTC",33.9222,-116.7278,2.1,16.90,77,"Southern California"
pr,11200001,0,"Tuesday, July 19, 2011 05:25:31 UTC",17.3899,-67.8150,2.7,30.60, 5,"Puerto Rico region"
uu,07190517,2,"Tuesday, July 19, 2011 05:17:37 UTC",37.3897,-112.8975,2.4,4.30,21,"Utah"
ci,15020228,3,"Tuesday, July 19, 2011 04:56:51 UTC",33.1360,-115.6995,1.8,8.00, 9,"Southern California"
ak,10272200,1,"Tuesday, July 19, 2011 04:25:50 UTC",63.6327,-147.8589,1.3,0.00, 8,"Central Alaska"
ak,10272197,1,"Tuesday, July 19, 2011 04:15:41 UTC",62.1287,-148.0786,1.6,32.20,15,"Central Alaska"
nc,71603495,0,"Tuesday, July 19, 2011 04:00:39 UTC",38.8358,-122.7950,1.0,2.40,10,"Northern California"
pr,11200000,0,"Tuesday, July 19, 2011 03:45:14 UTC",19.3199,-68.2939,3.4,79.50, 8,"Dominican Republic region"
us,c0005096,6,"Tuesday, July 19, 2011 03:18:41 UTC",-1.2364,137.7447,5.0,34.80,84,"near the north coast of Papua, Indonesia"
nc,71603470,0,"Tuesday, July 19, 2011 03:11:09 UTC",38.8327,-122.7738,1.1,1.70,12,"Northern California"
ci,15020220,2,"Tuesday, July 19, 2011 03:03:41 UTC",32.7533,-116.0473,1.8,7.20,25,"Southern California"
nc,71603460,2,"Tuesday, July 19, 2011 02:34:23 UTC",36.2310,-120.7915,1.2,8.00,19,"Central California"
us,c000508a,C,"Tuesday, July 19, 2011 02:20:38 UTC",-30.5635,-177.9010,5.1,34.80,51,"Kermadec Islands, New Zealand"
ci,15020196,2,"Tuesday, July 19, 2011 02:11:03 UTC",35.7373,-117.5178,1.1,4.10,18,"Southern California"
nc,71603430,6,"Tuesday, July 19, 2011 02:02:54 UTC",35.5192,-120.8110,1.4,3.80,69,"Central California"
ak,10272175,1,"Tuesday, July 19, 2011 01:51:10 UTC",60.4330,-143.2059,1.2,22.60,11,"Southern Alaska"
us,c0005081,6,"Tuesday, July 19, 2011 01:38:51 UTC",37.4903,141.6333,5.3,15.80,158,"near the east coast of Honshu, Japan"
us,c000507s,8,"Tuesday, July 19, 2011 01:30:43 UTC",51.1656,179.0287,4.7,58.40,219,"Rat Islands, Aleutian Islands, Alaska"
ak,10272158,2,"Tuesday, July 19, 2011 01:21:51 UTC",50.8928,179.0283,3.7,28.90,13,"Rat Islands, Aleutian Islands, Alaska"
nc,71603415,0,"Tuesday, July 19, 2011 01:14:15 UTC",38.8150,-122.8117,1.0,3.60,17,"Northern California"
ak,10272144,1,"Tuesday, July 19, 2011 01:09:03 UTC",60.0768,-141.5309,1.9,0.00,18,"Southern Alaska"
nm,071911c,A,"Tuesday, July 19, 2011 00:53:33 UTC",35.2196,-92.2967,2.2,4.60, 8,"Arkansas"
nc,71603400,4,"Tuesday, July 19, 2011 00:18:45 UTC",40.6382,-124.2847,1.8,16.30,29,"Northern California"
ak,10272115,1,"Tuesday, July 19, 2011 00:18:37 UTC",61.7360,-146.5680,1.3,44.30,13,"Southern Alaska"
uu,07182340,2,"Monday, July 18, 2011 23:40:05 UTC",41.5653,-112.4418,1.3,1.80,15,"Utah"
ci,15020164,0,"Monday, July 18, 2011 23:36:41 UTC",32.9160,-116.2505,1.6,7.70,42,"Southern California"
hv,60248391,1,"Monday, July 18, 2011 23:30:03 UTC",19.4947,-155.4563,1.8,5.60, 9,"Island of Hawaii, Hawaii"
us,c000505i,5,"Monday, July 18, 2011 23:28:28 UTC",43.5198,-110.4026,3.1,4.80,73,"Wyoming"
ak,10271995,2,"Monday, July 18, 2011 23:25:33 UTC",61.4710,-141.3979,1.0,7.80,12,"Southern Alaska"
nc,71603375,2,"Monday, July 18, 2011 23:18:32 UTC",36.7470,-121.3425,1.0,7.80,24,"Central California"
ak,10271983,1,"Monday, July 18, 2011 23:13:30 UTC",60.2070,-150.8199,2.1,86.40,24,"Kenai Peninsula, Alaska"
nc,71603355,3,"Monday, July 18, 2011 23:00:13 UTC",36.7470,-121.3508,2.0,8.20,57,"Central California"
ak,10271974,1,"Monday, July 18, 2011 23:00:11 UTC",65.1079,-147.2291,1.6,5.50, 8,"northern Alaska"
us,c000504c,6,"Monday, July 18, 2011 22:48:26 UTC",51.3759,179.0442,5.2,57.20,156,"Rat Islands, Aleutian Islands, Alaska"
nc,71603340,4,"Monday, July 18, 2011 22:42:34 UTC",34.9255,-121.0003,1.8,0.10,34,"offshore Central California"
ci,15020132,2,"Monday, July 18, 2011 22:41:45 UTC",33.0307,-116.4163,1.2,9.90,39,"Southern California"
us,c0005040,C,"Monday, July 18, 2011 22:38:38 UTC",51.1813,179.0755,5.6,18.40,479,"Rat Islands, Aleutian Islands, Alaska"
nc,71603330,0,"Monday, July 18, 2011 22:31:12 UTC",38.8363,-122.7833,1.2,2.20,17,"Northern California"
ak,10271929,1,"Monday, July 18, 2011 22:28:08 UTC",61.3505,-147.5688,2.3,12.40,33,"Southern Alaska"
ci,15020124,2,"Monday, July 18, 2011 22:27:34 UTC",34.1568,-117.4010,1.1,3.70,16,"Greater Los Angeles area, California"
ci,15020092,0,"Monday, July 18, 2011 22:08:16 UTC",33.9962,-116.8587,1.4,18.80,16,"Southern California"
nc,71603325,2,"Monday, July 18, 2011 22:06:57 UTC",37.4835,-118.8413,1.5,9.90,27,"Central California"
ci,15020084,0,"Monday, July 18, 2011 21:59:20 UTC",34.8537,-116.3988,2.6,3.80,39,"Southern California"
pr,11199006,0,"Monday, July 18, 2011 21:36:49 UTC",18.9109,-67.8410,3.0,24.20, 6,"Dominican Republic region"
nc,71603300,2,"Monday, July 18, 2011 21:18:01 UTC",39.0447,-123.0575,1.7,6.20,28,"Northern California"
nc,71603290,0,"Monday, July 18, 2011 21:13:11 UTC",38.8252,-122.8230,1.1,2.30,14,"Northern California"
mb,27300,1,"Monday, July 18, 2011 20:43:40 UTC",45.6253,-112.3171,1.0,0.10, 7,"western Montana"
ci,15020052,8,"Monday, July 18, 2011 20:40:33 UTC",31.8165,-114.6905,4.3,10.00, 5,"Sonora, Mexico"
ci,15020004,0,"Monday, July 18, 2011 20:32:20 UTC",33.9705,-116.9365,1.4,19.30,66,"Southern California"
nn,00343328,8,"Monday, July 18, 2011 20:31:37 UTC",37.8410,-118.2281,1.4,7.60,12,"Nevada"
ci,15019980,0,"Monday, July 18, 2011 20:25:10 UTC",33.5903,-117.8715,2.3,0.00,11,"Greater Los Angeles area, California"
ci,15019972,0,"Monday, July 18, 2011 20:00:13 UTC",32.8148,-117.0583,1.5,2.30,21,"San Diego County urban area, California"
uw,07181943,1,"Monday, July 18, 2011 19:43:50 UTC",48.6030,-123.0263,1.0,14.00, 8,"San Juan Islands region, Washington"
ak,10271839,2,"Monday, July 18, 2011 19:34:42 UTC",63.3398,-145.4695,1.1,5.90, 7,"Central Alaska"
ci,15019956,2,"Monday, July 18, 2011 19:34:18 UTC",34.6513,-117.1200,1.1,0.00, 9,"Southern California"
ci,15019948,0,"Monday, July 18, 2011 19:31:15 UTC",33.7203,-116.8452,1.7,17.50,76,"Southern California"
pr,11199005,0,"Monday, July 18, 2011 19:29:13 UTC",17.9790,-66.7009,2.3,15.00, 5,"Puerto Rico region"
ak,10271826,2,"Monday, July 18, 2011 19:17:35 UTC",51.4519,-176.0839,2.1,22.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10271818,2,"Monday, July 18, 2011 19:09:24 UTC",51.4933,-174.6323,4.8,9.40,23,"Andreanof Islands, Aleutian Islands, Alaska"
nm,071911b,A,"Monday, July 18, 2011 19:07:02 UTC",35.3478,-92.6970,2.2,9.90, 9,"Arkansas"
nc,71603235,0,"Monday, July 18, 2011 18:57:16 UTC",38.7907,-122.7590,1.2,2.50,21,"Northern California"
nc,71603230,0,"Monday, July 18, 2011 18:55:58 UTC",38.8218,-122.7988,1.1,3.00,20,"Northern California"
pr,11199004,0,"Monday, July 18, 2011 18:55:44 UTC",18.5590,-65.5419,2.9,75.00, 4,"Puerto Rico region"
nc,71603225,4,"Monday, July 18, 2011 18:49:57 UTC",40.0175,-120.1788,1.3,2.00, 9,"Northern California"
uw,07181846,1,"Monday, July 18, 2011 18:46:41 UTC",47.0714,-123.0698,1.0,15.30, 9,"Washington"
nc,71603205,2,"Monday, July 18, 2011 18:28:48 UTC",36.6945,-121.0335,1.2,5.50,11,"Central California"
ci,15019900,0,"Monday, July 18, 2011 18:21:21 UTC",33.4760,-116.4538,1.1,12.10,40,"Southern California"
us,c0004zvf,6,"Monday, July 18, 2011 18:15:25 UTC",52.7680,153.1772,5.2,499.10,437,"northwest of the Kuril Islands"
nc,71603185,3,"Monday, July 18, 2011 18:13:16 UTC",36.7473,-121.3482,2.5,8.60,70,"Central California"
nc,71603180,2,"Monday, July 18, 2011 18:08:42 UTC",36.7488,-121.3483,1.3,7.80,27,"Central California"
ci,15019876,0,"Monday, July 18, 2011 17:58:41 UTC",33.3237,-116.3253,1.1,11.70,41,"Southern California"
nc,71603135,2,"Monday, July 18, 2011 17:36:09 UTC",36.7470,-121.3455,1.1,7.70,20,"Central California"
hv,60248316,1,"Monday, July 18, 2011 17:26:53 UTC",19.3985,-155.4193,2.0,10.00,32,"Island of Hawaii, Hawaii"
ak,10271733,1,"Monday, July 18, 2011 17:11:15 UTC",60.1986,-141.7181,1.7,6.90,19,"Southern Alaska"
uu,07181649,2,"Monday, July 18, 2011 16:49:38 UTC",39.9362,-111.8402,1.5,1.40, 8,"Utah"
nc,71603085,2,"Monday, July 18, 2011 16:38:50 UTC",37.1395,-121.5338,1.0,8.60,11,"Northern California"
nc,71603080,7,"Monday, July 18, 2011 16:36:47 UTC",36.7473,-121.3438,3.2,8.80,88,"Central California"
ci,15019828,0,"Monday, July 18, 2011 16:35:35 UTC",33.0560,-116.5035,1.5,14.30,64,"Southern California"
ak,10271696,1,"Monday, July 18, 2011 16:25:09 UTC",63.1765,-150.8835,2.5,144.90,37,"Central Alaska"
us,2011nma7,4,"Monday, July 18, 2011 16:07:27 UTC",-5.1906,102.3344,4.4,40.70,22,"southern Sumatra, Indonesia"
us,c0004zs0,D,"Monday, July 18, 2011 16:03:50 UTC",-29.1974,-176.2487,5.2,47.40,151,"Kermadec Islands region"
us,2011nma3,5,"Monday, July 18, 2011 15:55:51 UTC",-15.8755,166.6925,4.7,37.30,37,"Vanuatu"
nc,71603060,4,"Monday, July 18, 2011 15:49:38 UTC",40.4110,-125.0465,2.5,14.40,23,"offshore Northern California"
us,2011nma1,6,"Monday, July 18, 2011 15:25:14 UTC",9.5937,122.1962,4.6,41.00,30,"Negros, Philippines"
nc,71603045,1,"Monday, July 18, 2011 15:17:36 UTC",38.8353,-122.8022,1.8,2.80,25,"Northern California"
nc,71603040,0,"Monday, July 18, 2011 15:02:19 UTC",37.9613,-122.0743,1.4,8.20,11,"San Francisco Bay area, California"
us,c0004zq8,7,"Monday, July 18, 2011 14:48:53 UTC",23.5927,122.3708,5.1,13.00,113,"Taiwan region"
ci,15019796,0,"Monday, July 18, 2011 14:48:39 UTC",34.0375,-117.2532,1.4,16.30,59,"Greater Los Angeles area, California"
pr,11199003,0,"Monday, July 18, 2011 14:45:04 UTC",17.6959,-65.7799,2.6,20.30, 3,"Puerto Rico region"
nc,71603025,3,"Monday, July 18, 2011 14:15:30 UTC",38.8057,-122.7928,2.1,1.80,69,"Northern California"
ak,10271653,1,"Monday, July 18, 2011 14:14:39 UTC",59.4258,-152.6878,2.4,88.10,37,"Southern Alaska"
nc,71603020,0,"Monday, July 18, 2011 14:05:20 UTC",38.8293,-122.7655,1.5,1.50,14,"Northern California"
uu,07181400,2,"Monday, July 18, 2011 14:00:51 UTC",44.1538,-110.2027,1.3,6.10,11,"Yellowstone National Park, Wyoming"
uw,07181341,1,"Monday, July 18, 2011 13:41:37 UTC",46.1236,-119.8128,1.5,24.60,15,"Washington"
ci,15019780,2,"Monday, July 18, 2011 13:34:43 UTC",34.3422,-116.8850,1.0,0.00, 7,"Southern California"
pr,11199002,0,"Monday, July 18, 2011 13:31:36 UTC",18.3670,-68.0540,3.0,102.40,11,"Mona Passage, Dominican Republic"
uu,07181328,2,"Monday, July 18, 2011 13:28:51 UTC",39.9212,-111.8043,1.3,3.20,12,"Utah"
ci,15019772,0,"Monday, July 18, 2011 13:02:02 UTC",35.5822,-118.2647,1.4,7.10,13,"Central California"
nc,71602990,0,"Monday, July 18, 2011 12:41:35 UTC",38.0947,-122.2180,1.3,5.90,22,"San Francisco Bay area, California"
ak,10271642,2,"Monday, July 18, 2011 12:37:45 UTC",52.2944,-175.4046,2.1,119.70, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10271639,1,"Monday, July 18, 2011 12:25:29 UTC",60.4804,-151.8370,1.6,58.90, 8,"Kenai Peninsula, Alaska"
nc,71602970,3,"Monday, July 18, 2011 12:17:44 UTC",37.4970,-122.2713,2.2,4.20,86,"San Francisco Bay area, California"
nc,71602965,0,"Monday, July 18, 2011 12:16:04 UTC",38.8358,-122.7923,1.0,2.60,19,"Northern California"
nc,71602955,0,"Monday, July 18, 2011 12:09:46 UTC",38.7810,-122.7590,1.1,2.10,15,"Northern California"
ci,15019748,0,"Monday, July 18, 2011 11:27:48 UTC",32.1452,-115.0333,3.1,6.80,15,"Baja California, Mexico"
nc,71603805,2,"Monday, July 18, 2011 11:14:22 UTC",41.2108,-122.3653,1.2,5.00, 8,"Northern California"
ci,15019740,2,"Monday, July 18, 2011 11:14:08 UTC",33.6505,-116.7238,1.5,13.70,31,"Southern California"
pr,11199001,0,"Monday, July 18, 2011 11:11:06 UTC",18.8969,-66.3759,2.8,38.70,15,"Puerto Rico region"
nc,71602930,0,"Monday, July 18, 2011 11:05:11 UTC",38.7547,-122.7460,1.2,0.00, 7,"Northern California"
ci,15019732,2,"Monday, July 18, 2011 10:59:29 UTC",34.2832,-118.4753,1.3,14.40,33,"Greater Los Angeles area, California"
nc,71602920,4,"Monday, July 18, 2011 10:58:40 UTC",40.6710,-124.2123,1.9,14.00,34,"Northern California"
nn,00343264,8,"Monday, July 18, 2011 10:55:57 UTC",40.0600,-119.6575,1.2,16.00, 8,"Nevada"
hv,60248281,1,"Monday, July 18, 2011 10:52:32 UTC",19.3027,-155.2230,2.0,7.40,30,"Island of Hawaii, Hawaii"
ci,15019724,2,"Monday, July 18, 2011 10:44:04 UTC",34.2813,-118.4655,1.9,13.40,48,"Greater Los Angeles area, California"
ak,10271618,1,"Monday, July 18, 2011 10:41:24 UTC",62.8280,-143.6976,1.9,0.00, 9,"Central Alaska"
nn,00343260,8,"Monday, July 18, 2011 10:15:47 UTC",37.5554,-117.7582,1.3,0.00,19,"Nevada"
ci,15019716,2,"Monday, July 18, 2011 10:06:09 UTC",34.4580,-117.9940,1.0,9.60,20,"Southern California"
nc,71602895,0,"Monday, July 18, 2011 09:56:04 UTC",38.7500,-122.7180,1.0,1.80,12,"Northern California"
ak,10271608,1,"Monday, July 18, 2011 09:11:10 UTC",62.5566,-148.7092,1.7,0.40,16,"Central Alaska"
ak,10271605,2,"Monday, July 18, 2011 08:27:00 UTC",51.5661,-171.5229,3.3,42.40,15,"Fox Islands, Aleutian Islands, Alaska"
nc,71602845,0,"Monday, July 18, 2011 08:13:03 UTC",38.8135,-122.8200,1.0,3.00,21,"Northern California"
ak,10271597,1,"Monday, July 18, 2011 08:00:51 UTC",62.6580,-150.0608,2.5,73.20,47,"Central Alaska"
ci,15019660,2,"Monday, July 18, 2011 07:56:31 UTC",33.0358,-115.5943,1.2,3.70,25,"Southern California"
ak,10271595,2,"Monday, July 18, 2011 07:55:29 UTC",54.9651,-159.7783,3.5,19.20,18,"south of Alaska"
ak,10271592,1,"Monday, July 18, 2011 07:40:34 UTC",60.2032,-141.7902,1.1,0.00, 9,"Southern Alaska"
nc,71602840,2,"Monday, July 18, 2011 07:35:28 UTC",37.1390,-121.5347,1.2,8.10,44,"Northern California"
ak,10271583,1,"Monday, July 18, 2011 07:29:23 UTC",60.9405,-147.0181,2.5,15.60,39,"Southern Alaska"
ak,10271582,1,"Monday, July 18, 2011 07:28:25 UTC",64.1436,-148.5587,1.5,25.80,10,"Central Alaska"
ak,10271579,2,"Monday, July 18, 2011 07:21:30 UTC",51.6265,179.3549,3.8,18.60,17,"Rat Islands, Aleutian Islands, Alaska"
ak,10271577,1,"Monday, July 18, 2011 07:14:47 UTC",60.3222,-141.2815,1.5,6.70, 8,"Southern Alaska"
ci,15019604,2,"Monday, July 18, 2011 07:07:49 UTC",33.2805,-115.7430,1.3,8.00,10,"Southern California"
ak,10271572,1,"Monday, July 18, 2011 06:47:32 UTC",60.1579,-141.3144,1.9,2.00,11,"Southern Alaska"
ci,15019588,2,"Monday, July 18, 2011 06:44:57 UTC",34.1590,-117.6093,1.2,11.20,37,"Greater Los Angeles area, California"
ci,15019580,2,"Monday, July 18, 2011 06:35:24 UTC",33.3050,-116.2543,1.3,5.70,78,"Southern California"
us,c0004zlb,6,"Monday, July 18, 2011 06:34:46 UTC",54.9095,-159.9699,4.7,35.00,91,"south of Alaska"
ak,10271561,1,"Monday, July 18, 2011 06:17:19 UTC",60.2097,-141.4123,1.8,0.30,16,"Southern Alaska"
nn,00343245,8,"Monday, July 18, 2011 06:08:23 UTC",37.3636,-117.0970,1.3,2.00,18,"Nevada"
ci,15019564,2,"Monday, July 18, 2011 06:04:04 UTC",36.0808,-117.6975,1.1,3.20,27,"Central California"
ci,15019556,2,"Monday, July 18, 2011 05:58:15 UTC",34.8402,-116.3850,1.6,8.00,34,"Southern California"
nc,71602815,2,"Monday, July 18, 2011 05:54:44 UTC",38.5083,-122.6542,1.1,4.90,13,"Northern California"
nm,071811a,A,"Monday, July 18, 2011 05:51:12 UTC",36.2529,-89.4695,1.6,6.70,14,"Tennessee"
ci,15019524,2,"Monday, July 18, 2011 05:27:09 UTC",32.6750,-115.7318,2.1,5.30,22,"Southern California"
ci,15019516,2,"Monday, July 18, 2011 05:13:34 UTC",34.4263,-118.6257,1.8,9.60,21,"Greater Los Angeles area, California"
nn,00343242,8,"Monday, July 18, 2011 05:03:08 UTC",37.3262,-117.1196,1.1,8.00, 8,"Nevada"
nc,71602790,4,"Monday, July 18, 2011 04:36:15 UTC",37.8958,-121.5788,1.6,16.70,22,"Northern California"
nn,00343239,8,"Monday, July 18, 2011 03:50:00 UTC",37.3638,-117.1191,1.0,4.00,12,"Nevada"
ci,15019508,2,"Monday, July 18, 2011 03:36:59 UTC",33.4838,-116.5718,1.1,8.90,37,"Southern California"
ak,10271539,1,"Monday, July 18, 2011 03:35:56 UTC",60.5615,-150.2109,1.6,41.30, 7,"Kenai Peninsula, Alaska"
nn,00343237,8,"Monday, July 18, 2011 03:28:16 UTC",37.0093,-117.5191,1.4,0.00,25,"Central California"
us,c0004zkj,6,"Monday, July 18, 2011 03:20:27 UTC",-19.3895,169.2969,4.7,208.90,103,"Vanuatu"
pr,11199000,0,"Monday, July 18, 2011 03:06:18 UTC",18.7940,-64.5749,3.0,116.30, 3,"Virgin Islands region"
uw,07180304,1,"Monday, July 18, 2011 03:04:51 UTC",47.5695,-121.9646,1.9,14.90,20,"Puget Sound region, Washington"
nc,71602725,2,"Monday, July 18, 2011 02:50:03 UTC",36.7472,-121.3450,1.4,8.10,37,"Central California"
nn,00343235,8,"Monday, July 18, 2011 02:37:11 UTC",37.4014,-117.1186,1.0,16.00, 6,"Nevada"
us,c0004zkh,4,"Monday, July 18, 2011 02:35:40 UTC",-18.3671,-177.9713,4.6,532.40,41,"Fiji region"
us,c0004zkf,6,"Monday, July 18, 2011 02:23:52 UTC",51.8909,-172.2117,4.4,54.50,105,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15019500,2,"Monday, July 18, 2011 02:23:11 UTC",33.0433,-116.4405,1.2,5.70,34,"Southern California"
ci,15019484,2,"Monday, July 18, 2011 01:53:39 UTC",32.3005,-115.3705,2.5,10.00,12,"Baja California, Mexico"
ak,10271522,1,"Monday, July 18, 2011 01:49:49 UTC",61.2896,-146.2368,1.3,14.10, 8,"Southern Alaska"
hv,60248231,1,"Monday, July 18, 2011 01:34:35 UTC",19.3807,-155.2323,2.1,3.20,41,"Island of Hawaii, Hawaii"
uu,07180104,2,"Monday, July 18, 2011 01:04:41 UTC",38.4137,-112.1585,1.1,0.20,14,"Utah"
us,c0004zjw,4,"Monday, July 18, 2011 00:43:02 UTC",9.5459,122.2287,4.9,41.30,55,"Negros, Philippines"
ci,15019452,2,"Sunday, July 17, 2011 23:58:24 UTC",35.0468,-117.6640,1.7,0.00,10,"Southern California"
pr,11198007,0,"Sunday, July 17, 2011 23:05:22 UTC",18.7689,-65.2539,2.7,89.50, 3,"Puerto Rico region"
ak,10271753,2,"Sunday, July 17, 2011 22:42:54 UTC",51.1147,-176.2936,2.7,18.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15019436,2,"Sunday, July 17, 2011 22:34:50 UTC",33.0335,-116.4127,1.2,7.80,26,"Southern California"
nc,71602625,1,"Sunday, July 17, 2011 22:34:18 UTC",38.8363,-122.7698,1.4,2.10,28,"Northern California"
ak,10271343,1,"Sunday, July 17, 2011 22:26:31 UTC",64.3368,-148.2100,1.0,19.10, 8,"Central Alaska"
ak,10271340,1,"Sunday, July 17, 2011 22:19:16 UTC",59.6767,-152.1076,1.9,43.10,10,"Southern Alaska"
uu,07172203,2,"Sunday, July 17, 2011 22:03:00 UTC",36.8305,-113.0035,1.5,18.40,11,"Arizona"
